,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
3240,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com avnkboqova,"Ecuador, the situation of Venezuelan migrants, comes in a difficult regional context, such as Claroyraspao and forced migration pic twitter com avnkboqova.",2,2,1
3241,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com uhkk3ascyv,Ecuador's situation of Venezuelan migrants comes in a difficult regional context such as Claroyraspao forced migration pic twitter com uhkk3ascyv,2,2,1
3242,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador pic twitter com 4vyl1kzhup,began the process of humanitarian visa for Venezuelan migrants in Ecuador pic twitter com 4vyl1kzhup,1,2,1
3243, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com jx7z2nclyj,World Ecuador started digital visa process for Venezuelan migrants pic twitter com jx7z2nclyj,1,2,1
3244,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com kbzglcn1v2,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com kbzglcn1v2",2,2,1
3245, 28oct inició el proceso de regularización de visa humanitaria para migrantes venezolanos en ecuador ,28oct began the process of regularizing a humanitarian visa for Venezuelan migrants in Ecuador,2,2,1
3246,la onu calcula que el éxodo venezolano llegará 6 5 millones de migrantes en latinoamericana los países con más migrantes son colombia ecuador perú gacetaguayaca ,"The UN calculates that the Venezuelan exodus will reach 6.5 million migrants in Latin America. The countries with the most migrants are Colombia, Ecuador, Peru, Gacetaguayaca.",2,1,1
3247,inicia proceso de visado humanitario para venezolanos en ecuador el gobierno ecuatoriano inició este lunes el proceso digital de visado para migrantes venezolanos el viceministro de movilidad humana carlos ,"The Ecuadorian government began the digital visa process for Venezuelan migrants on Monday, the Vice Minister of Human Mobility Carlos began the process of humanitarian visa for Venezuelans in Ecuador",2,1,1
3248,el proceso de regularización de visa humanitaria para migrantes venezolanos en ecuador comenzó este lunes la medida responde al cumplimiento del decreto 826 del 25 de julio en el que acordaron otorgarles una visa de residencia temporal por razones humanitarias pic twitter com faww6f0kfj,The process of regularization of a humanitarian visa for Venezuelan migrants in Ecuador began on Monday the measure responds to compliance with Decree 826 of July 25 in which they agreed to grant them a temporary residence visa for humanitarian reasons pic twitter com faww6f0kfj,2,2,1
3249, 28oct ecuador busca que su registro sirva no solo para regularizar la situación sino también para que los migrantes venezolanos puedan desarrollarse título personal ,28oct Ecuador seeks that its registration serves not only to regularize the situation but also so that Venezuelan migrants can develop personal title,2,2,2
3250,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com gn4gsi62q6,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com gn4gsi62q6",2,2,1
3251,rt dsmolansky en ecuador actualmente hay 350 000 venezolanos el gobierno de ese país dijo en la reunión de bruselas que estiman que pudiese llegar 500 000 migrantes refugiados para 2020 2 millones de venezolanos han utilizado ecuador como país de tránsito en ,"rt dsmolansky in Ecuador there are currently 350,000 Venezuelans the government of that country said at the meeting in Brussels that they estimate that 500,000 refugee migrants could arrive by 2020 2 million Venezuelans have used Ecuador as a transit country in",2,2,1
3252, mundo ecuador inició proceso digital de visado para migrantes venezolanos pic twitter com nwl4uibfbg,Mundo Ecuador started a digital visa process for Venezuelan migrants pic twitter com nwl4uibfbg,1,2,1
3253,inició el proceso de visa humanitaria para migrantes venezolanos en ecuador naciónpic twitter com hpj21pzc7r,began the process of humanitarian visa for Venezuelan migrants in ecuador nation pic twitter com hpj21pzc7r,1,2,1
3254,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com v5rnf2hvuu,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com v5rnf2hvuu,1,2,1
3255,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com wfdwvc0jfn,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com wfdwvc0jfn",2,2,1
3256,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com h7cyxfb3i2,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com h7cyxfb3i2,1,2,1
3257, en ecuador actualmente hay 350 000 venezolanos el gobierno de ese país dijo en la reunión de bruselas que estiman que pudiese llegar 500 000 migrantes refugiados para 2020 2 millones de venezolanos han utilizado ecuador como país de tránsito en los últimos 3 años ,"In Ecuador there are currently 350,000 Venezuelans. The government of that country said at the Brussels meeting that they estimate that 500,000 refugee migrants could arrive by 2020. 2 million Venezuelans have used Ecuador as a transit country in the last 3 years.",2,2,1
3258,más de 20 migrantes venezolanos heridos por accidente en ecuador ,more than 20 Venezuelan migrants injured by accident in Ecuador,2,2,2
3259,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com kmrwneogac,"Ecuador, the situation of Venezuelan migrants, comes in a difficult regional context, such as Claroyraspao and forced migration pic twitter com kmrwneogac",2,2,1
3260,más de veinte migrantes venezolanos heridos tras accidente de camión que los transportaba en ecuador el comercio perú pic twitter com nzlcvpsy1m,more than twenty venezuelan migrants injured after a truck accident that was transporting them in ecuador peru trade pic twitter com nzlcvpsy1m,2,2,2
3261,ecuador creo visado humanitario para migrantes venezolanos ,Ecuador created a humanitarian visa for Venezuelan migrants,2,2,0
3262,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com hsmamc5ysm,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com hsmamc5ysm,1,2,1
3263,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com czpmk9gs4c,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com czpmk9gs4c,1,2,1
3264,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com n456bfnzkf,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com n456bfnzkf,1,2,1
3265,regularización en ecuador preocupa migrantes venezolanos ,Regularization in Ecuador worries Venezuelan migrants,2,2,2
3266,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com wstty1w4ri,"Ecuador's situation of Venezuelan migrants comes in a difficult regional context, such as Claro and Traps forced migration pic twitter com wstty1w4ri",2,2,1
3267,ecuador situación de migrantes venezolanos llega en un difícil contexto regional ,Ecuador situation of Venezuelan migrants comes in a difficult regional context,2,2,1
3268,ecuador situación de migrantes venezolanos llega en un difícil contexto regional talcual claroyraspao migraciónforzada pic twitter com c7z212nltd,Ecuador's situation of Venezuelan migrants comes in a difficult regional context such as Claro and Traps forced migration pic twitter com c7z212nltd,2,2,1
3269, mundo ecuador iniciará proceso de visado humanitario migrantes venezolanos pic twitter com 0kkg8gw6xr,World Ecuador will start the process of humanitarian visa for Venezuelan migrants pic twitter com 0kkg8gw6xr,1,2,1
3270,eso se debe porque la cantidades de habitantes en el ecuador aumentó en el presente año casi 1 millón de migrantes venezolanos ,This is because the number of inhabitants in Ecuador increased this year almost 1 million Venezuelan migrants.,2,2,2
3271,no los quiero ver quejándose no les deseo para nada mal al pueblo argentino siendo uno de los mejores países que ha recibido venezolanos allá tengo amigos no se compara con la xenofobia en perú ecuador chile ecuador pero no sé quejen después de más medidas así ,"I do not want to see them complaining, I do not wish the Argentine people anything bad, being one of the best countries that Venezuelans have received there, I have friends, it does not compare to xenophobia in Peru, Ecuador, Chile, Ecuador, but I do not know how to complain after more measures like this.",2,1,1
3272,ecuador reclama ayuda internacional para atender migrantes venezolanos ,Ecuador calls for international aid to serve Venezuelan migrants,2,2,1
3273,ecuador promete corredor humanitario para migrantes venezolanos pic twitter com ynemqjnzeq,Ecuador promises humanitarian corridor for Venezuelan migrants pic twitter com ynemqjnzeq,1,1,1
3274,ecuador la migración venezolana es un problema que genera desequilibrio presiones pic twitter com lkuq3pumkj,Ecuadorian Venezuelan migration is a problem that generates pressure imbalance pic twitter com lkuq3pumkj,1,2,1
3275, mundo ecuador iniciará proceso de visado humanitario migrantes venezolanos pic twitter com f8hvnrhmn5,World Ecuador will start the process of humanitarian visa for Venezuelan migrants pic twitter com f8hvnrhmn5,1,2,1
